,source,title,content,description,url,published_at,tags
0,France 24,دوري أبطال أوروبا: إنتر يفرض التعادل على سيتي ودورتموند يفوز بثلاثية على بروج,,"
                                                فرض إنتر الإيطالي التعادل السلبي على مضيفه مانشستر سيتي الإنكليزي الأربعاء في ملعب الاتحاد ضمن الجولة الأولى من دوري أبطال أوروبا لكرة القدم. وقاد المهاجم الإنكليزي البديل جايمي باينو-غيتنز فريقه بوروسيا دورتموند الألماني، وصيف بطل الموسم الماضي، إلى فوز كبير على مضيفه كلوب بروج البلجيكي بثلاثية نظيفة كان نصيبه منها ثنائية.                    ",https://www.france24.com/ar/%D9%81%D9%8A%D8%AF%D9%8A%D9%88/20240919-%D8%AA%D8%B9%D8%A7%D8%AF%D9%84-%D8%A8%D9%8A%D9%86-%D8%A7%D9%84%D8%B3%D9%8A%D8%AA%D9%8A-%D9%88%D8%A3%D9%86%D8%AA%D8%B1%D9%85%D9%8A%D9%84%D8%A7%D9%86,19/09/2024 - 10:49,"
                                    الأخبار المغاربية
                            "
1,France 24,"""الحرب التكنولوجية"" على لبنان.. ماذا يقول القانون الدولي؟",,"
                                                أوقعت موجة جديدة من تفجيرات لأجهزة اتصال تابعة لحزب الله في لبنان الأربعاء 25 قتيلا وأكثر من 600 جريح في مختلف أنحاء البلاد، في هجوم جدّد المخاوف من اندلاع حرب شاملة في المنطقة. ويأتي هذا الهجوم غداة هجوم مماثل غير مسبوق نسبه الحزب إلى إسرائيل وأوقع 12 قتيلا وحوالى ثلاثة آلاف جريح ووقع بعد ساعات على إعلان الدولة العبرية توسيع أهداف الحرب ضد حركة حماس الفلسطينية في قطاع غزة لتشمل حدودها الشمالية مع لبنان. للحديث عن هذا الموضوع نستضيف في ""ضيف اليوم"" خبير قانون النزاعات المسلحة والحروب إياد نصر.                    ",https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D8%B6%D9%8A%D9%81-%D8%A7%D9%84%D9%8A%D9%88%D9%85/20240919-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8-%D8%A7%D9%84%D8%AA%D9%83%D9%86%D9%88%D9%84%D9%88%D8%AC%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D9%84%D8%A8%D9%86%D8%A7%D9%86-%D9%85%D8%A7%D8%B0%D8%A7-%D9%8A%D9%82%D9%88%D9%84-%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A,19/09/2024 - 15:01,"

                                    الشرق الأوسط
                            "
2,France 24,وزير الصحة اللبناني: ارتفاع حصيلة تفجير أجهزة الاتصال التابعة لحزب الله إلى 37 قتيلا,,"
                                                أعلن وزير الصحة اللبناني فراس الأبيض الخميس ارتفاع حصيلة ضحايا تفجير أجهزة الاتصال التي يستخدمها حزب الله خلال اليومين الماضيين إلى 37 قتيلا و2931 جريحا.   وأوضح الوزير أن 12 شخصا قتلوا في الموجة الأولى من انفجارات أجهزة ""البايجر"" الثلاثاء و25 شخصا في الموجة الثانية من الانفجارات التي طالت أجهزة الاتصال اللاسلكي الأربعاء. وكانت حصيلة سابقة أفادت بمقتل 20 شخصا.                    ",https://www.france24.com/ar/%D9%81%D9%8A%D8%AF%D9%8A%D9%88/20240919-%D9%85%D8%A4%D8%AA%D9%85%D8%B1-%D8%B5%D8%AD%D9%81%D9%8A-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%84%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A,19/09/2024 - 14:16,"
                                    الأخبار المغاربية
                            "
3,France 24,رئيس الوزراء الفرنسي المعين ميشال بارنييه سيكشف عن تشكيلة الحكومة الجديدة قبل الأحد,"
خطا رئيس الوزراء الفرنسي ميشال بارنييه الخميس خطوة مهمة في مشاوراته ""الأخيرة"" لتشكيل حكومة جديدة وفق ما أعلن مكتبه. وقال مكتب رئيس الوزراء الجديد إنه أعد قائمة بالوزراء قدمها للرئيس إيمانويل ماكرون مساء الخميس، وتعهد في وقت لاحق أنه سيتم الكشف عن هذه التشكيلة قبل الأحد.
وقال مكتب بارنييه إن أولويات الحكومة ستشمل تحسين القدرة الشرائية للسكان وضمان الأمن والسيطرة على الهجرة وإدارة المالية العامة بصورة أفضل. ويتوقف أمر حكومة بارنييه المقترحة على ماكرون الذي يجب أن يوافق عليها.
وذكرت قناة بي.إف.إم التلفزيونية أن بارنييه اقترح السناتور المحافظ برونو ريتايو وزيرا للداخلية، ومن المقرر ترقية جان نويل بارو إلى منصب وزير الخارجية، والذي يشغل حاليا منصب الوزير المنتدب المكلف بالشؤون الأوروبية لدى الحكومة الفرنسية. وأضافت أن وزير الدفاع سيباستيان ليكورنو سيبقى في منصبه، بينما سيتولى النائب البالغ من العمر 33 عاما أنطوان أرمو وظيفة كبيرة غير محددة في وزارة المالية والاقتصاد.
والتقى بارنييه صباح الخميس رئيسة الجمعية الوطنية ياييل برون بيفيه التي تنتمي إلى المعسكر الرئاسي، ثم رئيس مجلس الشيوخ جيرار لارشيه العضو في حزب الجمهوريين على غرار رئيس الوزراء.
واستقبل ماكرون الذي يؤكد حرصه على عدم التدخل في تشكيل الحكومة، بارنييه الثلاثاء ثم الأربعاء، وأفادت تسريبات أن لقاءهما الثلاثاء لم يجر بشكل جيد.
وتصاعد التوتر الأربعاء مع إلغاء لقاءين مزمعين لبارنييه، الأول مع نواب حزب ماكرون من كتلة ""معا من أجل الجمهورية"" الذين يطالبون بـ""توضيحات"" ولا سيما على صعيد الضرائب، وبعدها ألغي اجتماع ثان مع اليمين.
وأوضح رئيس الوزراء الأربعاء أن الوضع المالي في البلاد ""خطير للغاية""، مؤكدا أنه ""يستحق أكثر من بعض الجمل، يتطلب حسا بالمسؤولية"".
وذكر رئيس ديوان المحاسبة بيار موسكوفيسي الأربعاء بأنه من المفترض عرض ""مشروع الميزانية"" للعام 2025 على البرلمان في مطلع تشرين الأول/أكتوبر وبعده ""الخطة المالية الوطنية المتوسطة المدى التي يجب أن تنقلها الحكومة إلى المفوضية (الأوروبية) بعد ذلك ببضعة أيام"".
فرانس24/ أ ف ب/ رويترز","
                                        لاحت في الأفق الخميس بوادر تشكيل حكومة جديدة في فرنسا عقب أزمة سياسية عاصفة مرت بها البلاد. وأعلن مكتب رئيس الوزراء المعين ميشال بارنييه أن الأخير أعد قائمة بأسماء وزراء حكومته، قدمها للرئيس ماكرون في وقت لاحق الخميس.                 ",https://www.france24.com/ar/%D9%81%D8%B1%D9%86%D8%B3%D8%A7/20240919-%D9%85%D8%B4%D8%A7%D9%88%D8%B1%D8%A7%D8%AA-%D8%AA%D8%B4%D9%83%D9%8A%D9%84-%D8%A7%D9%84%D8%AD%D9%83%D9%88%D9%85%D8%A9-%D8%A7%D9%84%D9%81%D8%B1%D9%86%D8%B3%D9%8A%D8%A9-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D8%AA%D8%AF%D8%AE%D9%84-%D9%85%D8%B1%D8%AD%D9%84%D8%AA%D9%87%D8%A7-%D8%A7%D9%84%D8%A3%D8%AE%D9%8A%D8%B1%D8%A9,19/09/2024 - 13:47,"

                                    فرنسا
                            "
4,France 24,طائرات إسرائيلية مقاتلة تنفذ عمليات اختراق صوت فوق بيروت خلال خطاب حسن نصر الله,,"
                                                نفذت طائرات إسرائيلية مقاتلة عمليات اختراق صوتي هائلة فوقالعاصمة بيروت خلال خطاب الأمين عام لجماعة حزب الله حسن نصر اللهاليوم الخميس.وأصيب سكان لبنان بالذعر خوفا من تصعيد كبير بعد الانفجاراتالتي هزت البلاد هذا الأسبوع وألقت الجماعة بالمسؤولية فيها علىإسرائيل.                     ",https://www.france24.com/ar/%D9%81%D9%8A%D8%AF%D9%8A%D9%88/20240919-%D8%AE%D8%B7%D8%A7%D8%A8-%D9%86%D8%B5%D8%B1-%D8%A7%D9%84%D9%84%D9%87-%D8%AA%D8%B1%D8%A7%D9%81%D9%82-%D9%85%D8%B9-%D8%AE%D8%B1%D9%82-%D8%B7%D8%A7%D8%A6%D8%B1%D8%A7%D8%AA-%D9%84%D8%AC%D8%AF%D8%A7%D8%B1-%D8%A7%D9%84%D8%B5%D9%88%D8%AA-%D9%81%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86,19/09/2024 - 17:08,"
                                    الأخبار المغاربية
                            "
5,France 24,بعد تفجير أجهزة الاتصالات في لبنان.. هل ينفجر التصعيد بين إسرائيل وحزب الله؟,,"
                                                قال الجيش الإسرائيلي الخميس إن طائراته ومدفعيته قصفت عدة أهداف في جنوب لبنان خلال الليل، وسط تصاعد التوتر في أعقاب هجمات كبيرة استهدفت أجهزة اتصالات تستخدمها جماعة حزب الله هذا الأسبوع.                    ",https://www.france24.com/ar/%D9%81%D9%8A%D8%AF%D9%8A%D9%88/20240919-%D8%AA%D8%B5%D8%B9%D9%8A%D8%AF-%D8%A8%D9%8A%D9%86-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D9%88%D8%AD%D8%B2%D8%A8-%D8%A7%D9%84%D9%84%D9%87-%D9%87%D9%84-%D9%8A%D9%86%D9%81%D8%AC%D8%B1,19/09/2024 - 10:42,"
                                    الأخبار المغاربية
                            "
6,France 24,"رد الاتحاد الأوروبي على الجدل بشأن حظر شوكولاتة ""المرجان"" الجزائرية",,,https://www.france24.com/ar/%D9%81%D9%8A%D8%AF%D9%8A%D9%88/20240919-%D8%AD%D8%B3%D9%8A%D9%86-%D8%A3%D8%B3%D8%AF,"
                19 سبتمبر 2024
            ",
7,France 24,السودان: طرفا النزاع يبديان استعدادهما للتفاوض وإيجاد حلول سلمية استجابة لدعوة بايدن,"
بعد أكثر من 17 شهرا على اندلاع الحرب المدمرة في السودان، عبر الجيش السوداني وقوات الدعم السريع شبه العسكرية عن استعدادهما للانخراط في مفاوضات لإيجاد حلول سلمية.
يأتي ذلك، ردا على دعوة الرئيس الأمريكي جو بايدن للطرفين المتحاربين للمشاركة مجددا في محادثات تفضي إلى وقف الحرب وإنهاء الأزمة الإنسانية الحادة.
في هذا السياق، قال قائد الجيش السوداني عبد الفتاح البرهان الأربعاء، إن الحكومة تظل ""منفتحة أمام كافة الجهود البناءة الرامية إلى إنهاء هذه الحرب المدمرة"".
وفي وقت لاحق، حذا قائد قوات الدعم السريع محمد حمدان دقلو حذوه معبرا عن الموقف نفسه في وقت مبكر من الخميس.
وقال دقلو على منصة إكس: ""نجدد التزامنا بمفاوضات وقف إطلاق النار. إذ أننا نؤمن بأن طريق السلام يكمن في الحوار، وليس في العنف العشوائي، وسنواصل الانخراط في عمليات السلام لضمان مستقبل خال من الخوف والمعاناة لجميع المدنيين السودانيين"".
لكن الرجلين تبادلا الاتهامات بالمسؤولية عن عدم إنهاء الصراع الذي أودى بحياة أكثر من 12 ألف شخص منذ بدايته في أبريل/ نيسان 2023، واتهم كل منهما الآخر بارتكاب انتهاكات. ولم يحددا خطوات معينة للتوصل إلى حل سلمي.
وتفجر الصراع عندما تحولت المنافسة بين الجيش وقوات الدعم السريع، اللذين تقاسما السلطة في وقت سابق بعد قيامهما بانقلاب، إلى حرب مفتوحة.
وقال الوسطاء بقيادة الولايات المتحدة الشهر الماضي إنهم حصلوا على ضمانات من الطرفين خلال محادثات في سويسرا لتحسين وصول المساعدات الإنسانية، لكن غياب الجيش السوداني عن المناقشات أعاق التقدم.
وقال البرهان في بيان ""نحن على استعداد للعمل مع جميع الشركاء الدوليين سعيا للتوصل إلى حل سلمي يخفف من معاناة شعبنا ويضع السودان على الطريق نحو الأمن والاستقرار وسيادة القانون والتداول الديمقراطي للسلطة"".

فرانس24/ رويترز","
                                         تفاعلا مع دعوة الرئيس الأمريكي جو بايدن، أبدى طرفا الصراع في السودان الأربعاء استعدادهما لاستئناف مفاوضات إنهاء الحرب المدمرة التي تشهدها البلاد منذ أكثر من 17 شهرا. وفيما عبر قائد الجيش عبد الفتاح البرهان على استعداده للعمل مع جميع الشركاء الدوليين سعيا للتوصل إلى حل سلمي، أكد قائد قوات الدعم السريع محمد حمدان دقلو التزامه بالانخراط في عمليات السلام. وحسب الأمم المتحدة، فإن حوالي 25.6 مليون شخص، أي أكثر من نصف سكان السودان، يوجدون في مرحلة الأزمة أو أسوأ من ذلك من انعدام الأمن الغذائي.                 ",https://www.france24.com/ar/%D8%A3%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A7/20240919-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86-%D8%B7%D8%B1%D9%81%D8%A7-%D8%A7%D9%84%D9%86%D8%B2%D8%A7%D8%B9-%D9%8A%D8%A8%D8%AF%D9%8A%D8%A7%D9%86-%D8%A7%D8%B3%D8%AA%D8%B9%D8%AF%D8%A7%D8%AF%D9%87%D9%85%D8%A7-%D9%84%D9%84%D8%AA%D9%81%D8%A7%D9%88%D8%B6-%D9%88%D8%A5%D9%8A%D8%AC%D8%A7%D8%AF-%D8%AD%D9%84%D9%88%D9%84-%D8%B3%D9%84%D9%85%D9%8A%D8%A9-%D8%A7%D8%B3%D8%AA%D8%AC%D8%A7%D8%A8%D8%A9-%D9%84%D8%AF%D8%B9%D9%88%D8%A9-%D8%A8%D8%A7%D9%8A%D8%AF%D9%86,19/09/2024 - 07:45,"

                                    أفريقيا
                            "
8,France 24,"المغرب: ملاحقة 152 شخصا أمام القضاء ""في إطار محاربة دعوات التحريض على الهجرة السرية""",,,https://www.france24.com/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D8%BA%D8%A7%D8%B1%D8%A8%D9%8A%D8%A9/20240919-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8-%D9%85%D9%84%D8%A7%D8%AD%D9%82%D8%A9-152-%D8%B4%D8%AE%D8%B5%D8%A7-%D8%A3%D9%85%D8%A7%D9%85-%D8%A7%D9%84%D9%82%D8%B6%D8%A7%D8%A1-%D9%81%D9%8A-%D8%A5%D8%B7%D8%A7%D8%B1-%D9%85%D8%AD%D8%A7%D8%B1%D8%A8%D8%A9-%D8%AF%D8%B9%D9%88%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%AD%D8%B1%D9%8A%D8%B6-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%87%D8%AC%D8%B1%D8%A9-%D8%A7%D9%84%D8%B3%D8%B1%D9%8A%D8%A9,"
                19 سبتمبر 2024
            ",
9,France 24,"بريطانيا: ""الفايد: متربص في هارودز""...وثائقي يكشف اتهام نساء لرجل الأعمال المصري الراحل بالاغتصاب","
كشف تحقيق بثته قناة ""بي بي سي"" الثانية الخميس أن خمس موظفات سابقات في متجر هارودز"" في لندن تتهمن رئيسهن السابق محمد الفايد، رجل الأعمال المصري المتوفي قبل عام، بالاغتصاب، فيما تتهمه أخريات بالاعتداء الجنسي.
ويحمل عنوان هذا الوثائقي ""الفايد: متربص في هارودز"" وتبثه قناة ""بي بي سي"" الثانية. وجُمعت فيه شهادات من 20 امرأة، يتهمن أيضا المالك السابق للمتجر الفاخر بمحاولة الاغتصاب والعنف الجسدي بين أواخر ثمانينات القرن العشرين والعقد الأول من القرن الحادي والعشرين.
وسبق أن اتُّهم الفايد بارتكاب أفعال مماثلة، وفتحت الشرطة تحقيقا في 2015 بتهمة الاغتصاب. لكن رجل الأعمال -وهو والد آخر حبيب للأميرة ديانا ، دودي الفايد الذي توفي معها في حادث سيارة بباريس في 31 آب/أغسطس 1997- لم تُوجه إليه أي اتهامات قط.
كما تتهم القناة متجر ""هارودز"" بعدم التدخل لصد هذه الارتكابات المفترضة، وبمحاولة التستر على اتهامات الاعتداء الجنسي.
ونددت الإدارة الحالية للمتجر الشهير ""بشدة"" بسلوك مالكها السابق الذي توفي عن 94 عاما، واعتذرت عن ""خذلان الموظفات اللواتي وقعن ضحايا له"".
وقالت رايتشل، وهي ضحية كانت في سن التاسعة عشرة عند حصول الوقائع المفترضة، إنها بقيت للنوم في إحدى شقق رئيس ""هارودز"" بعد أن أصر على عملها لوقت متأخر. ثم دعاها إلى شقته وجعلها تجلس على سريره قبل أن يمسك بها. وقالت لـ""بي بي سي""، ""لقد أوضحتُ أنني لا أريد أن يحدث ذلك. ولم أعطِ موافقتي (...) لقد اغتصبني"".
في المجمل، اتهمته خمس نساء بالاغتصاب في لندن أو باريس، وخمس أخريات بمحاولة الاغتصاب. وتقول ثلاث عشرة امرأة إن الفايد اعتدى عليهن جنسيا في شقته في لندن، حيث كان يدعو موظفاته في كثير من الأحيان للحضور للعمل في المساء. كما تتهم تسع نساء الفايد بالاعتداء عليهن جنسيا في فيلا يملكها في ويندسور.
وبحسب توني ليمينغ، الذي كان من الكوادر في المتجر الفاخر بين 1994 و2004، ""كان الجميع على علم بالأمر""، حتى أن ""الملامسات"" التي كان يقوم بها مالك ""هارودز"" استحالت موضوعا للنكات.
ولد محمد الفايد في 27 كانون الثاني/يناير 1929 في إحدى الضواحي المتواضعة لمدينة الإسكندرية المصرية الساحلية، وأمضى جزءا كبيرا من حياته في بريطانيا، حيث أصبح مالكا لمتجر ""هارودز"" في 1985 ونادي فولهام لكرة القدم بين 1997 و2013.
وقد رُفض طلبه للحصول على الجنسية البريطانية مرات عدة. وفي 2000، تحدث القضاء عن ""مشكلة عامة في الشخصية"" لدى رجل الأعمال المصري.

فرانس24/ أ ف ب","
                                        اتهمت خمس نساء رجل الأعمال المصري الراحل محمد الفايد  بالاغتصاب، وفق ما كشفه وثائقي لقناة ""بي بي سي"" الثانية الخميس. وجمع هذا الوثائقي بعنوان ""الفايد: متربص في هارودز"" شهادات 20 امرأة يتهمن المالك السابق للمتجر الفاخر بمحاولة الاغتصاب والعنف الجسدي بين أواخر ثمانينات القرن العشرين والعقد الأول من القرن الحادي والعشرين.                ",https://www.france24.com/ar/%D9%85%D8%AC%D8%AA%D9%85%D8%B9/20240919-%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A%D8%A7-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%AF-%D9%85%D8%AA%D8%B1%D8%A8%D8%B5-%D9%81%D9%8A-%D9%87%D8%A7%D8%B1%D9%88%D8%AF%D8%B2-%D9%88%D8%AB%D8%A7%D8%A6%D9%82%D9%8A-%D9%8A%D9%83%D8%B4%D9%81-%D8%A7%D8%AA%D9%87%D8%A7%D9%85-%D9%86%D8%B3%D8%A7%D8%A1-%D9%84%D8%B1%D8%AC%D9%84-%D8%A7%D9%84%D8%A3%D8%B9%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D8%A7%D9%84%D8%B1%D8%A7%D8%AD%D9%84-%D8%A8%D8%A7%D9%84%D8%A7%D8%BA%D8%AA%D8%B5%D8%A7%D8%A8,19/09/2024 - 15:35,"

                                    مجتمع
                            "
